,first_name,last_name,full_name,language,country
30538,Ģirts,Purmals,"['Ģirts', 'Purmals']",Latvian,Lithuania
30539,"Lūsis,",Milda,"['Lūsis,', 'Milda']",Latvian,Lithuania
30540,"Lagzdiņš,",Krišjānis,"['Lagzdiņš,', 'Krišjānis']",Latvian,Lithuania
30541,Ivo,Strazdiņš,"['Ivo', 'Strazdiņš']",Latvian,Lithuania
30542,"Vilciņš,",Gaida,"['Vilciņš,', 'Gaida']",Latvian,Lithuania
30543,Grēta,Zariņš,"['Grēta', 'Zariņš']",Latvian,Lithuania
30544,Otīlija,Liepiņš,"['Otīlija', 'Liepiņš']",Latvian,Lithuania
30545,"Rozītis,",Jūlija,"['Rozītis,', 'Jūlija']",Latvian,Lithuania
30546,Ilmārs,Ābols,"['Ilmārs', 'Ābols']",Latvian,Lithuania
30547,Elvīra,Birznieks,"['Elvīra', 'Birznieks']",Latvian,Lithuania
30548,"Podnieks,",Elizabete,"['Podnieks,', 'Elizabete']",Latvian,Lithuania
30549,Irma,Bite,"['Irma', 'Bite']",Latvian,Lithuania
30550,Tekla,Priedītis,"['Tekla', 'Priedītis']",Latvian,Lithuania
30551,Otīlija,Krastiņš,"['Otīlija', 'Krastiņš']",Latvian,Lithuania
30552,Inta,Auniņš,"['Inta', 'Auniņš']",Latvian,Lithuania
30553,Sandis,Auziņš,"['Sandis', 'Auziņš']",Latvian,Lithuania
30554,Aigars,Celms,"['Aigars', 'Celms']",Latvian,Lithuania
30555,Grieta,Vītoliņš,"['Grieta', 'Vītoliņš']",Latvian,Lithuania
30556,Johans,Bite,"['Johans', 'Bite']",Latvian,Lithuania
30557,"Kārkliņš,",Skaidrīte,"['Kārkliņš,', 'Skaidrīte']",Latvian,Lithuania
30558,"Krūmiņš,",Ansis,"['Krūmiņš,', 'Ansis']",Latvian,Lithuania
30559,"Turiņš,",Dzintra,"['Turiņš,', 'Dzintra']",Latvian,Lithuania
30560,Santa,Liepiņš,"['Santa', 'Liepiņš']",Latvian,Lithuania
30561,Ādolfs,Skujiņš,"['Ādolfs', 'Skujiņš']",Latvian,Lithuania
30562,Dzintars,Liepa,"['Dzintars', 'Liepa']",Latvian,Lithuania
30563,"Strazdiņš,",Jūlija,"['Strazdiņš,', 'Jūlija']",Latvian,Lithuania
30564,Vera,Kļaviņš,"['Vera', 'Kļaviņš']",Latvian,Lithuania
30565,Helēna,Kauliņš,"['Helēna', 'Kauliņš']",Latvian,Lithuania
30566,"Siliņš,",Andrešs,"['Siliņš,', 'Andrešs']",Latvian,Lithuania
30567,"Ābols,",Māra,"['Ābols,', 'Māra']",Latvian,Lithuania
30568,Lidija,Pērkons,"['Lidija', 'Pērkons']",Latvian,Lithuania
30569,Dace,Kalējs,"['Dace', 'Kalējs']",Latvian,Lithuania
30570,"Polis,",Lilija,"['Polis,', 'Lilija']",Latvian,Lithuania
30571,Erna,Paegle,"['Erna', 'Paegle']",Latvian,Lithuania
30572,"Avotiņš,",Matīss,"['Avotiņš,', 'Matīss']",Latvian,Lithuania
30573,"Vanags,",Edmunds,"['Vanags,', 'Edmunds']",Latvian,Lithuania
30574,"Bērziņš,",Dainis,"['Bērziņš,', 'Dainis']",Latvian,Lithuania
30575,"Briedis,",Sarmīte,"['Briedis,', 'Sarmīte']",Latvian,Lithuania
30576,Silvija,Dzenis,"['Silvija', 'Dzenis']",Latvian,Lithuania
30577,"Liepiņš,",Augusts,"['Liepiņš,', 'Augusts']",Latvian,Lithuania
30578,Mārtiņš,Skuja,"['Mārtiņš', 'Skuja']",Latvian,Lithuania
30579,Iveta,Lācis,"['Iveta', 'Lācis']",Latvian,Lithuania
30580,"Siliņš,",Maža,"['Siliņš,', 'Maža']",Latvian,Lithuania
30581,Ilmārs,Vītols,"['Ilmārs', 'Vītols']",Latvian,Lithuania
30582,Rute,Vīksna,"['Rute', 'Vīksna']",Latvian,Lithuania
30583,Kārlis,Caune,"['Kārlis', 'Caune']",Latvian,Lithuania
30584,"Lukstiņš,",Ādolfs,"['Lukstiņš,', 'Ādolfs']",Latvian,Lithuania
30585,Reinis,Bite,"['Reinis', 'Bite']",Latvian,Lithuania
30586,Normunds,Polis,"['Normunds', 'Polis']",Latvian,Lithuania
30587,"Liepiņš,",Modris,"['Liepiņš,', 'Modris']",Latvian,Lithuania
30588,Vilis,Āboliņš,"['Vilis', 'Āboliņš']",Latvian,Lithuania
30589,"Zvaigzne,",Vilis,"['Zvaigzne,', 'Vilis']",Latvian,Lithuania
30590,Edīte,Zālītis,"['Edīte', 'Zālītis']",Latvian,Lithuania
30591,Eva,Vītols,"['Eva', 'Vītols']",Latvian,Lithuania
30592,"Briedis,",Gatis,"['Briedis,', 'Gatis']",Latvian,Lithuania
30593,"Balodis,",Vladislavs,"['Balodis,', 'Vladislavs']",Latvian,Lithuania
30594,"Kalējs,",Māris,"['Kalējs,', 'Māris']",Latvian,Lithuania
30595,"Bite,",Ineta,"['Bite,', 'Ineta']",Latvian,Lithuania
30596,Staņislavs,Kundziņš,"['Staņislavs', 'Kundziņš']",Latvian,Lithuania
30597,"Eglītis,",Jūla,"['Eglītis,', 'Jūla']",Latvian,Lithuania
30598,"Lācis,",Oļģerts,"['Lācis,', 'Oļģerts']",Latvian,Lithuania
30599,Inguna,Vītoliņš,"['Inguna', 'Vītoliņš']",Latvian,Lithuania
30600,"Krastiņš,",Hanss,"['Krastiņš,', 'Hanss']",Latvian,Lithuania
30601,Aija,Krūze,"['Aija', 'Krūze']",Latvian,Lithuania
30602,Daniels,Zirnis,"['Daniels', 'Zirnis']",Latvian,Lithuania
30603,Gatis,Balodis,"['Gatis', 'Balodis']",Latvian,Lithuania
30604,Katarīna,Apsītis,"['Katarīna', 'Apsītis']",Latvian,Lithuania
30605,"Auziņš,",Artis,"['Auziņš,', 'Artis']",Latvian,Lithuania
30606,Anete,Vītols,"['Anete', 'Vītols']",Latvian,Lithuania
30607,Daina,Zaķis,"['Daina', 'Zaķis']",Latvian,Lithuania
30608,Lizete,Kalniņš,"['Lizete', 'Kalniņš']",Latvian,Lithuania
30609,Macs,Vīksna,"['Macs', 'Vīksna']",Latvian,Lithuania
30610,"Priede,",Hermanis,"['Priede,', 'Hermanis']",Latvian,Lithuania
30611,Rolands,Auniņš,"['Rolands', 'Auniņš']",Latvian,Lithuania
30612,Zelma,Vilciņš,"['Zelma', 'Vilciņš']",Latvian,Lithuania
30613,"Lagzdiņš,",Grieta,"['Lagzdiņš,', 'Grieta']",Latvian,Lithuania
30614,Ligita,Strazdiņš,"['Ligita', 'Strazdiņš']",Latvian,Lithuania
30615,Genovefa,Birznieks,"['Genovefa', 'Birznieks']",Latvian,Lithuania
30616,"Zvaigzne,",Solvita,"['Zvaigzne,', 'Solvita']",Latvian,Lithuania
30617,"Liepiņš,",Indra,"['Liepiņš,', 'Indra']",Latvian,Lithuania
30618,"Podnieks,",Emīls,"['Podnieks,', 'Emīls']",Latvian,Lithuania
30619,Juris,Roze,"['Juris', 'Roze']",Latvian,Lithuania
30620,Aivars,Auniņš,"['Aivars', 'Auniņš']",Latvian,Lithuania
30621,"Vilciņš,",Sarmīte,"['Vilciņš,', 'Sarmīte']",Latvian,Lithuania
30622,Daniels,Bite,"['Daniels', 'Bite']",Latvian,Lithuania
30623,Māris,Jaunzems,"['Māris', 'Jaunzems']",Latvian,Lithuania
30624,Mareks,Krastiņš,"['Mareks', 'Krastiņš']",Latvian,Lithuania
30625,Mareks,Puriņš,"['Mareks', 'Puriņš']",Latvian,Lithuania
30626,"Bite,",Normunds,"['Bite,', 'Normunds']",Latvian,Lithuania
30627,Natālija,Jaunzems,"['Natālija', 'Jaunzems']",Latvian,Lithuania
30628,Mārtiņš,Priede,"['Mārtiņš', 'Priede']",Latvian,Lithuania
30629,Ilona,Auziņš,"['Ilona', 'Auziņš']",Latvian,Lithuania
30630,"Kaņeps,",Lavīze,"['Kaņeps,', 'Lavīze']",Latvian,Lithuania
30631,"Priede,",Monika,"['Priede,', 'Monika']",Latvian,Lithuania
30632,"Caune,",Ziedonis,"['Caune,', 'Ziedonis']",Latvian,Lithuania
30633,Ruta,Ziemelis,"['Ruta', 'Ziemelis']",Latvian,Lithuania
30634,Egils,Podnieks,"['Egils', 'Podnieks']",Latvian,Lithuania
30635,"Lagzdiņš,",Ilga,"['Lagzdiņš,', 'Ilga']",Latvian,Lithuania
30636,"Cīrulis,",Biruta,"['Cīrulis,', 'Biruta']",Latvian,Lithuania
30637,Laila,Ziemelis,"['Laila', 'Ziemelis']",Latvian,Lithuania
30638,Igors,Kundziņš,"['Igors', 'Kundziņš']",Latvian,Lithuania
30639,Trīne,Vītoliņš,"['Trīne', 'Vītoliņš']",Latvian,Lithuania
30640,Katrīna,Kalējs,"['Katrīna', 'Kalējs']",Latvian,Lithuania
30641,"Kļaviņš,",Sarmīte,"['Kļaviņš,', 'Sarmīte']",Latvian,Lithuania
30642,"Celms,",Jēkabs,"['Celms,', 'Jēkabs']",Latvian,Lithuania
30643,Jāzeps,Krievs,"['Jāzeps', 'Krievs']",Latvian,Lithuania
30644,"Riekstiņš,",Lūcija,"['Riekstiņš,', 'Lūcija']",Latvian,Lithuania
30645,Ārija,Ziemelis,"['Ārija', 'Ziemelis']",Latvian,Lithuania
30646,Krista,Dzenis,"['Krista', 'Dzenis']",Latvian,Lithuania
30647,"Dūmiņš,",Ruta,"['Dūmiņš,', 'Ruta']",Latvian,Lithuania
30648,Līna,Caune,"['Līna', 'Caune']",Latvian,Lithuania
30649,Kārlis,Rubenis,"['Kārlis', 'Rubenis']",Latvian,Lithuania
30650,"Roze,",Kārlis,"['Roze,', 'Kārlis']",Latvian,Lithuania
30651,Zigrīda,Rubenis,"['Zigrīda', 'Rubenis']",Latvian,Lithuania
30652,"Kļaviņš,",Arvīds,"['Kļaviņš,', 'Arvīds']",Latvian,Lithuania
30653,"Saulītis,",Arturs,"['Saulītis,', 'Arturs']",Latvian,Lithuania
30654,"Caune,",Mirdza,"['Caune,', 'Mirdza']",Latvian,Lithuania
30655,Oļģerts,Sproģis,"['Oļģerts', 'Sproģis']",Latvian,Lithuania
30656,"Skujiņš,",Amālija,"['Skujiņš,', 'Amālija']",Latvian,Lithuania
30657,"Sproģis,",Lība,"['Sproģis,', 'Lība']",Latvian,Lithuania
30658,"Avotiņš,",Liene,"['Avotiņš,', 'Liene']",Latvian,Lithuania
30659,Pēteris,Kaņeps,"['Pēteris', 'Kaņeps']",Latvian,Lithuania
30660,Viktors,Alksnis,"['Viktors', 'Alksnis']",Latvian,Lithuania
30661,Edmunds,Skuja,"['Edmunds', 'Skuja']",Latvian,Lithuania
30662,Ziedonis,Krēsliņš,"['Ziedonis', 'Krēsliņš']",Latvian,Lithuania
30663,Inese,Jaunzems,"['Inese', 'Jaunzems']",Latvian,Lithuania
30664,"Balodis,",Māra,"['Balodis,', 'Māra']",Latvian,Lithuania
30665,Henriks,Birznieks,"['Henriks', 'Birznieks']",Latvian,Lithuania
30666,Olga,Sproģis,"['Olga', 'Sproģis']",Latvian,Lithuania
30667,Dāvis,Sproģis,"['Dāvis', 'Sproģis']",Latvian,Lithuania
30668,Eda,Apsītis,"['Eda', 'Apsītis']",Latvian,Lithuania
30669,Alvīne,Cīrulis,"['Alvīne', 'Cīrulis']",Latvian,Lithuania
30670,"Zeltiņš,",Oļģerts,"['Zeltiņš,', 'Oļģerts']",Latvian,Lithuania
30671,Diāna,Pērkons,"['Diāna', 'Pērkons']",Latvian,Lithuania
30672,Veronika,Auziņš,"['Veronika', 'Auziņš']",Latvian,Lithuania
30673,Agnese,Vilks,"['Agnese', 'Vilks']",Latvian,Lithuania
30674,Andrejs,Krieviņš,"['Andrejs', 'Krieviņš']",Latvian,Lithuania
30675,"Līcis,",Indra,"['Līcis,', 'Indra']",Latvian,Lithuania
30676,"Briedis,",Zigrīda,"['Briedis,', 'Zigrīda']",Latvian,Lithuania
30677,Dzintra,Paegle,"['Dzintra', 'Paegle']",Latvian,Lithuania
30678,"Priedītis,",Solvita,"['Priedītis,', 'Solvita']",Latvian,Lithuania
30679,"Lūsis,",Alvīne,"['Lūsis,', 'Alvīne']",Latvian,Lithuania
30680,Madara,Bērziņš,"['Madara', 'Bērziņš']",Latvian,Lithuania
30681,Hanss,Lūsis,"['Hanss', 'Lūsis']",Latvian,Lithuania
30682,Harijs,Puriņš,"['Harijs', 'Puriņš']",Latvian,Lithuania
30683,"Dzenis,",Indriķis,"['Dzenis,', 'Indriķis']",Latvian,Lithuania
30684,Oļģerts,Skujiņš,"['Oļģerts', 'Skujiņš']",Latvian,Lithuania
30685,"Zālītis,",Olga,"['Zālītis,', 'Olga']",Latvian,Lithuania
30686,Dzintra,Jaunzems,"['Dzintra', 'Jaunzems']",Latvian,Lithuania
30687,Trīne,Bērziņš,"['Trīne', 'Bērziņš']",Latvian,Lithuania
30688,"Krūze,",Aiga,"['Krūze,', 'Aiga']",Latvian,Lithuania
30689,Juris,Rubenis,"['Juris', 'Rubenis']",Latvian,Lithuania
30690,Viktors,Skuja,"['Viktors', 'Skuja']",Latvian,Lithuania
30691,Rita,Jaunzems,"['Rita', 'Jaunzems']",Latvian,Lithuania
30692,Matīss,Sproģis,"['Matīss', 'Sproģis']",Latvian,Lithuania
30693,"Baltiņš,",Ainārs,"['Baltiņš,', 'Ainārs']",Latvian,Lithuania
30694,Trīne,Caune,"['Trīne', 'Caune']",Latvian,Lithuania
30695,Skaidrīte,Baltiņš,"['Skaidrīte', 'Baltiņš']",Latvian,Lithuania
30696,Andris,Auniņš,"['Andris', 'Auniņš']",Latvian,Lithuania
30697,"Birznieks,",Helēna,"['Birznieks,', 'Helēna']",Latvian,Lithuania
30698,Ādolfs,Ābele,"['Ādolfs', 'Ābele']",Latvian,Lithuania
30699,Ingrīda,Rozītis,"['Ingrīda', 'Rozītis']",Latvian,Lithuania
30700,"Sproģis,",Gatis,"['Sproģis,', 'Gatis']",Latvian,Lithuania
30701,Ziedonis,Vilks,"['Ziedonis', 'Vilks']",Latvian,Lithuania
30702,Madara,Krastiņš,"['Madara', 'Krastiņš']",Latvian,Lithuania
30703,Reinis,Kauliņš,"['Reinis', 'Kauliņš']",Latvian,Lithuania
30704,Made,Polis,"['Made', 'Polis']",Latvian,Lithuania
30705,"Dzenis,",Jēkabs,"['Dzenis,', 'Jēkabs']",Latvian,Lithuania
30706,Jana,Krastiņš,"['Jana', 'Krastiņš']",Latvian,Lithuania
30707,Pēteris,Apinis,"['Pēteris', 'Apinis']",Latvian,Lithuania
30708,Irma,Zeltiņš,"['Irma', 'Zeltiņš']",Latvian,Lithuania
30709,Tekla,Lapsa,"['Tekla', 'Lapsa']",Latvian,Lithuania
30710,Mare,Priedītis,"['Mare', 'Priedītis']",Latvian,Lithuania
30711,Evita,Vilciņš,"['Evita', 'Vilciņš']",Latvian,Lithuania
30712,Mārtiņš,Balodis,"['Mārtiņš', 'Balodis']",Latvian,Lithuania
30713,Jānis,Ziemelis,"['Jānis', 'Ziemelis']",Latvian,Lithuania
30714,Jāzeps,Ābele,"['Jāzeps', 'Ābele']",Latvian,Lithuania
30715,Ričards,Līcis,"['Ričards', 'Līcis']",Latvian,Lithuania
30716,Konradus,Kārkliņš,"['Konradus', 'Kārkliņš']",Latvian,Lithuania
30717,Voldemārs,Vanags,"['Voldemārs', 'Vanags']",Latvian,Lithuania
30718,"Vīksna,",Ārija,"['Vīksna,', 'Ārija']",Latvian,Lithuania
30719,Samanta,Apsītis,"['Samanta', 'Apsītis']",Latvian,Lithuania
30720,Matīss,Celmiņš,"['Matīss', 'Celmiņš']",Latvian,Lithuania
30721,Arvīds,Apinis,"['Arvīds', 'Apinis']",Latvian,Lithuania
30722,Alberts,Dzenis,"['Alberts', 'Dzenis']",Latvian,Lithuania
30723,Johans,Skuja,"['Johans', 'Skuja']",Latvian,Lithuania
30724,"Lagzdiņš,",Edvīns,"['Lagzdiņš,', 'Edvīns']",Latvian,Lithuania
30725,"Balodis,",Vilnis,"['Balodis,', 'Vilnis']",Latvian,Lithuania
30726,Hanss,Kalējs,"['Hanss', 'Kalējs']",Latvian,Lithuania
30727,Doroteja,Avotiņš,"['Doroteja', 'Avotiņš']",Latvian,Lithuania
30728,Elmārs,Ābols,"['Elmārs', 'Ābols']",Latvian,Lithuania
30729,"Apinis,",Diāna,"['Apinis,', 'Diāna']",Latvian,Lithuania
30730,Dzintars,Zvirbulis,"['Dzintars', 'Zvirbulis']",Latvian,Lithuania
30731,Mikels,Krastiņš,"['Mikels', 'Krastiņš']",Latvian,Lithuania
30732,"Lapsa,",Aldis,"['Lapsa,', 'Aldis']",Latvian,Lithuania
30733,Marta,Āboliņš,"['Marta', 'Āboliņš']",Latvian,Lithuania
30734,"Kaņeps,",Andrešs,"['Kaņeps,', 'Andrešs']",Latvian,Lithuania
30735,"Polis,",Veneranda,"['Polis,', 'Veneranda']",Latvian,Lithuania
30736,"Dūmiņš,",Olga,"['Dūmiņš,', 'Olga']",Latvian,Lithuania
30737,"Purmals,",Oto,"['Purmals,', 'Oto']",Latvian,Lithuania
30738,Imants,Āboliņš,"['Imants', 'Āboliņš']",Latvian,Lithuania
30739,Daiga,Zariņš,"['Daiga', 'Zariņš']",Latvian,Lithuania
30740,Rita,Apinis,"['Rita', 'Apinis']",Latvian,Lithuania
30741,Jana,Āboliņš,"['Jana', 'Āboliņš']",Latvian,Lithuania
30742,"Ābols,",Sandra,"['Ābols,', 'Sandra']",Latvian,Lithuania
30743,Laimonis,Liepa,"['Laimonis', 'Liepa']",Latvian,Lithuania
30744,"Siliņš,",Zane,"['Siliņš,', 'Zane']",Latvian,Lithuania
30745,Oto,Kauliņš,"['Oto', 'Kauliņš']",Latvian,Lithuania
30746,Mirdza,Zirnis,"['Mirdza', 'Zirnis']",Latvian,Lithuania
30747,Margrieta,Zaķis,"['Margrieta', 'Zaķis']",Latvian,Lithuania
30748,Niks,Apinis,"['Niks', 'Apinis']",Latvian,Lithuania
30749,"Ziemelis,",Zane,"['Ziemelis,', 'Zane']",Latvian,Lithuania
30750,"Kalējs,",Aina,"['Kalējs,', 'Aina']",Latvian,Lithuania
30751,Leontīne,Zaķis,"['Leontīne', 'Zaķis']",Latvian,Lithuania
30752,"Zvirbulis,",Voldemārs,"['Zvirbulis,', 'Voldemārs']",Latvian,Lithuania
30753,"Dūmiņš,",Miķelis,"['Dūmiņš,', 'Miķelis']",Latvian,Lithuania
30754,Jūlijs,Zvaigzne,"['Jūlijs', 'Zvaigzne']",Latvian,Lithuania
30755,Helēna,Vilciņš,"['Helēna', 'Vilciņš']",Latvian,Lithuania
30756,Artūrs,Kauliņš,"['Artūrs', 'Kauliņš']",Latvian,Lithuania
30757,"Krieviņš,",Juris,"['Krieviņš,', 'Juris']",Latvian,Lithuania
30758,Dainis,Priede,"['Dainis', 'Priede']",Latvian,Lithuania
30759,Johans,Balodis,"['Johans', 'Balodis']",Latvian,Lithuania
30760,Rihards,Pērkons,"['Rihards', 'Pērkons']",Latvian,Lithuania
30761,"Vīksna,",Gunārs,"['Vīksna,', 'Gunārs']",Latvian,Lithuania
30762,"Vanags,",Janis,"['Vanags,', 'Janis']",Latvian,Lithuania
30763,Armands,Apinis,"['Armands', 'Apinis']",Latvian,Lithuania
30764,Agris,Apsītis,"['Agris', 'Apsītis']",Latvian,Lithuania
30765,"Skuja,",Veneranda,"['Skuja,', 'Veneranda']",Latvian,Lithuania
30766,"Siliņš,",Ģederts,"['Siliņš,', 'Ģederts']",Latvian,Lithuania
30767,Emīls,Auziņš,"['Emīls', 'Auziņš']",Latvian,Lithuania
30768,Helēna,Saulītis,"['Helēna', 'Saulītis']",Latvian,Lithuania
30769,Mārtiņš,Kalniņš,"['Mārtiņš', 'Kalniņš']",Latvian,Lithuania
30770,Vilnis,Pērkons,"['Vilnis', 'Pērkons']",Latvian,Lithuania
30771,Genovefa,Lācis,"['Genovefa', 'Lācis']",Latvian,Lithuania
30772,Skaidrīte,Vanags,"['Skaidrīte', 'Vanags']",Latvian,Lithuania
30773,Kaspars,Balodis,"['Kaspars', 'Balodis']",Latvian,Lithuania
30774,"Bērziņš,",Dzintars,"['Bērziņš,', 'Dzintars']",Latvian,Lithuania
30775,"Zālītis,",Ineta,"['Zālītis,', 'Ineta']",Latvian,Lithuania
30776,Margrieta,Vīksna,"['Margrieta', 'Vīksna']",Latvian,Lithuania
30777,Inta,Baltiņš,"['Inta', 'Baltiņš']",Latvian,Lithuania
30778,Lidija,Birznieks,"['Lidija', 'Birznieks']",Latvian,Lithuania
30779,Nikolajs,Rudzītis,"['Nikolajs', 'Rudzītis']",Latvian,Lithuania
30780,"Turiņš,",Roberts,"['Turiņš,', 'Roberts']",Latvian,Lithuania
30781,Viktors,Krūze,"['Viktors', 'Krūze']",Latvian,Lithuania
30782,Rūdolfs,Kundziņš,"['Rūdolfs', 'Kundziņš']",Latvian,Lithuania
30783,Dzintra,Birznieks,"['Dzintra', 'Birznieks']",Latvian,Lithuania
30784,"Āboliņš,",Ansis,"['Āboliņš,', 'Ansis']",Latvian,Lithuania
30785,Elīna,Ābele,"['Elīna', 'Ābele']",Latvian,Lithuania
30786,"Briedis,",Janina,"['Briedis,', 'Janina']",Latvian,Lithuania
30787,Lūcija,Vīksna,"['Lūcija', 'Vīksna']",Latvian,Lithuania
30788,Ilmārs,Rudzītis,"['Ilmārs', 'Rudzītis']",Latvian,Lithuania
30789,Mārtiņš,Rozītis,"['Mārtiņš', 'Rozītis']",Latvian,Lithuania
30790,Bērtulis,Baltiņš,"['Bērtulis', 'Baltiņš']",Latvian,Lithuania
30791,"Alksnis,",Laura,"['Alksnis,', 'Laura']",Latvian,Lithuania
30792,Andrešs,Purmals,"['Andrešs', 'Purmals']",Latvian,Lithuania
30793,Krišs,Ābele,"['Krišs', 'Ābele']",Latvian,Lithuania
30794,"Zvirbulis,",Edvīns,"['Zvirbulis,', 'Edvīns']",Latvian,Lithuania
30795,"Bite,",Samanta,"['Bite,', 'Samanta']",Latvian,Lithuania
30796,Rute,Āboliņš,"['Rute', 'Āboliņš']",Latvian,Lithuania
30797,"Birznieks,",Krista,"['Birznieks,', 'Krista']",Latvian,Lithuania
30798,Kristiāna,Balodis,"['Kristiāna', 'Balodis']",Latvian,Lithuania
30799,Alise,Kaņeps,"['Alise', 'Kaņeps']",Latvian,Lithuania
30800,Lizete,Zirnis,"['Lizete', 'Zirnis']",Latvian,Lithuania
30801,Vija,Kļaviņš,"['Vija', 'Kļaviņš']",Latvian,Lithuania
30802,Dzidra,Siliņš,"['Dzidra', 'Siliņš']",Latvian,Lithuania
30803,Natālija,Krūmiņš,"['Natālija', 'Krūmiņš']",Latvian,Lithuania
30804,Ričards,Vanags,"['Ričards', 'Vanags']",Latvian,Lithuania
30805,"Priedītis,",Kristiāna,"['Priedītis,', 'Kristiāna']",Latvian,Lithuania
30806,Agris,Kauliņš,"['Agris', 'Kauliņš']",Latvian,Lithuania
30807,Emma,Krievs,"['Emma', 'Krievs']",Latvian,Lithuania
30808,Indra,Kalējs,"['Indra', 'Kalējs']",Latvian,Lithuania
30809,Arturs,Kļaviņš,"['Arturs', 'Kļaviņš']",Latvian,Lithuania
30810,Aigars,Zvaigzne,"['Aigars', 'Zvaigzne']",Latvian,Lithuania
30811,"Lācis,",Regīna,"['Lācis,', 'Regīna']",Latvian,Lithuania
30812,"Krēsliņš,",Linda,"['Krēsliņš,', 'Linda']",Latvian,Lithuania
30813,Zigrīda,Saulītis,"['Zigrīda', 'Saulītis']",Latvian,Lithuania
30814,"Kļaviņš,",Minna,"['Kļaviņš,', 'Minna']",Latvian,Lithuania
30815,Visvaldis,Lācis,"['Visvaldis', 'Lācis']",Latvian,Lithuania
30816,Dzintra,Caune,"['Dzintra', 'Caune']",Latvian,Lithuania
30817,Elita,Alksnis,"['Elita', 'Alksnis']",Latvian,Lithuania
30818,Aija,Zeltiņš,"['Aija', 'Zeltiņš']",Latvian,Lithuania
30819,"Ābele,",Aina,"['Ābele,', 'Aina']",Latvian,Lithuania
30820,Sanita,Bite,"['Sanita', 'Bite']",Latvian,Lithuania
30821,Oskars,Skujiņš,"['Oskars', 'Skujiņš']",Latvian,Lithuania
30822,Arnolds,Zvaigzne,"['Arnolds', 'Zvaigzne']",Latvian,Lithuania
30823,Mareks,Baltiņš,"['Mareks', 'Baltiņš']",Latvian,Lithuania
30824,Jakobs,Roze,"['Jakobs', 'Roze']",Latvian,Lithuania
30825,"Zvaigzne,",Ina,"['Zvaigzne,', 'Ina']",Latvian,Lithuania
30826,Raivis,Skuja,"['Raivis', 'Skuja']",Latvian,Lithuania
30827,Ainārs,Ābols,"['Ainārs', 'Ābols']",Latvian,Lithuania
30828,"Liepa,",Laila,"['Liepa,', 'Laila']",Latvian,Lithuania
30829,Berta,Zeltiņš,"['Berta', 'Zeltiņš']",Latvian,Lithuania
30830,"Ābols,",Zelma,"['Ābols,', 'Zelma']",Latvian,Lithuania
30831,"Skuja,",Žanis,"['Skuja,', 'Žanis']",Latvian,Lithuania
30832,Egils,Saulītis,"['Egils', 'Saulītis']",Latvian,Lithuania
30833,Mirdza,Caune,"['Mirdza', 'Caune']",Latvian,Lithuania
30834,"Strazdiņš,",Jēkaubs,"['Strazdiņš,', 'Jēkaubs']",Latvian,Lithuania
30835,Natālija,Baltiņš,"['Natālija', 'Baltiņš']",Latvian,Lithuania
30836,"Krieviņš,",Indriķis,"['Krieviņš,', 'Indriķis']",Latvian,Lithuania
30837,Ēriks,Podnieks,"['Ēriks', 'Podnieks']",Latvian,Lithuania
30838,"Kalējs,",Elita,"['Kalējs,', 'Elita']",Latvian,Lithuania
30839,"Vīksna,",Ēriks,"['Vīksna,', 'Ēriks']",Latvian,Lithuania
30840,Aigars,Turiņš,"['Aigars', 'Turiņš']",Latvian,Lithuania
30841,Laila,Rozītis,"['Laila', 'Rozītis']",Latvian,Lithuania
30842,Lidija,Zaķis,"['Lidija', 'Zaķis']",Latvian,Lithuania
30843,"Celms,",Vija,"['Celms,', 'Vija']",Latvian,Lithuania
30844,Katrīna,Dūmiņš,"['Katrīna', 'Dūmiņš']",Latvian,Lithuania
30845,Antons,Balodis,"['Antons', 'Balodis']",Latvian,Lithuania
30846,Olga,Celmiņš,"['Olga', 'Celmiņš']",Latvian,Lithuania
30847,Alīda,Āboliņš,"['Alīda', 'Āboliņš']",Latvian,Lithuania
30848,Henriks,Vīksna,"['Henriks', 'Vīksna']",Latvian,Lithuania
30849,Grieta,Zālītis,"['Grieta', 'Zālītis']",Latvian,Lithuania
30850,Doroteja,Lapsa,"['Doroteja', 'Lapsa']",Latvian,Lithuania
30851,"Podnieks,",Dāvis,"['Podnieks,', 'Dāvis']",Latvian,Lithuania
30852,Leons,Zaķis,"['Leons', 'Zaķis']",Latvian,Lithuania
30853,Emīls,Vītols,"['Emīls', 'Vītols']",Latvian,Lithuania
30854,Karina,Krastiņš,"['Karina', 'Krastiņš']",Latvian,Lithuania
30855,Santa,Kļaviņš,"['Santa', 'Kļaviņš']",Latvian,Lithuania
30856,Lilita,Briedis,"['Lilita', 'Briedis']",Latvian,Lithuania
30857,"Jaunzems,",Broņislava,"['Jaunzems,', 'Broņislava']",Latvian,Lithuania
30858,Natālija,Rubenis,"['Natālija', 'Rubenis']",Latvian,Lithuania
30859,Juris,Lukstiņš,"['Juris', 'Lukstiņš']",Latvian,Lithuania
30860,Armands,Purmals,"['Armands', 'Purmals']",Latvian,Lithuania
30861,Toms,Siliņš,"['Toms', 'Siliņš']",Latvian,Lithuania
30862,Konradus,Vīksna,"['Konradus', 'Vīksna']",Latvian,Lithuania
30863,Velta,Zariņš,"['Velta', 'Zariņš']",Latvian,Lithuania
30864,Elvīra,Zaķis,"['Elvīra', 'Zaķis']",Latvian,Lithuania
